,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Total_Bathrooms,Total_porch_SF,hasPool,hasBasement,hasFirePlaces,has2ndFloor,GrupoPrecio
1825,2050,2_story_1946_,RL,9.49972100106354,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1960_1990,1960_1990,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,Gd,No,Unf,6.36990098282823,Unf,0,5.49306144334055,825,GasA,TA,Y,SBrkr,845,825,0,7.42117752859539,0,0,1,1,4,0.693147180559945,TA,7,Typ,0,NA,Attchd,1971,Fin,2,464,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,12.2057220062557,7.82204400818562,1.5,0,False,True,False,True,Muy Caro
1826,2051,1_story_1946_,RL,8.9600825281704,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1930_1960,1930_1960,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1014,0,0,6.92264389147589,0,0,1,0,2,0.693147180559945,TA,6,Typ,0,NA,Attchd,1956,RFn,1,267,TA,TA,Y,0,0,40,0,200,0,NA,GdWo,NA,0,3,2008,WD,Normal,11.9842180482381,6.92165818415113,1,240,False,False,False,False,Barato
1827,2052,1_story_1946_,RL,9.20039104112251,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960_1990,1960_1990,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,7.01660968389422,1114,GasA,TA,Y,SBrkr,1114,0,0,7.01660968389422,1,0,1,0,3,0.693147180559945,TA,5,Typ,0,NA,Attchd,1961,RFn,2,451,TA,TA,Y,0,0,0,0,164,0,NA,NA,NA,0,5,2008,COD,Abnorml,12.0999030909417,7.70885960104718,2,164,False,True,False,False,Normal
1828,2053,1_story_1946_,RL,9.33547410273295,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1930_1960,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.2709884318583,Unf,0,6.3818160174061,1118,GasA,Ex,Y,SBrkr,1118,0,0,7.02019070831193,1,0,1,0,3,0.693147180559945,Gd,6,Typ,0,NA,Attchd,1960,RFn,1,264,TA,TA,Y,290,0,0,0,0,0,NA,MnPrv,NA,0,8,2008,WD,Normal,12.1334338883458,7.71244383427499,2,290,False,True,False,False,Caro
1829,2054,2_story_1945_,RL,8.49351506406166,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,4.79579054559674,Unf,0,5.43372200355424,348,GasA,TA,Y,SBrkr,453,453,0,6.81014245011514,0,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Basment,1937,Unf,1,231,Fa,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,11.9899202590227,7.13409372119287,1,0,False,True,False,True,Barato
1830,2055,1_story_1946_,RL,9.16962253869762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203,Fa,Fa,CBlock,TA,TA,No,Unf,6.49072353450251,Unf,0,6.45990445437753,1296,GasA,TA,Y,SBrkr,1496,0,0,7.31121838441963,0,0,2,0,3,0.693147180559945,Gd,6,Typ,0,NA,Attchd,1960,RFn,2,450,TA,TA,Y,0,22,0,0,0,0,NA,MnPrv,NA,0,2,2008,WD,Normal,12.0779514071368,7.93451346388226,2,22,False,True,False,False,Normal
1831,2056,1_story_1946_,RL,9.16962253869762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1930_1960,1990_,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Rec,3.49650756146648,Rec,308,5.4510384535657,572,GasA,Gd,Y,SBrkr,1337,0,0,7.19893124068817,1,0,1,0,3,0.693147180559945,Gd,7,Typ,1,Gd,Attchd,1950,RFn,1,264,TA,TA,Y,0,192,0,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,12.120969940024,7.55433482372575,2,192,False,True,True,False,Caro
1832,2058,2_story_1946_,RL,9.59362803513964,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1960_1990,1990_,Gable,CompShg,VinylSd,VinylSd,BrkFace,410,Gd,Gd,CBlock,TA,TA,No,Unf,6.35610766069589,Unf,0,6.27287700654617,1104,GasA,Ex,Y,SBrkr,1104,884,0,7.59538727885397,0,0,2,1,4,0.693147180559945,Gd,9,Typ,1,Gd,Attchd,1966,RFn,2,480,TA,TA,Y,0,230,0,0,0,0,NA,MnPrv,NA,0,8,2008,WD,Normal,12.2348181682559,8.03657340970731,2.5,230,False,True,True,True,Muy Caro
1833,2059,1_story_1946_,RL,9.08896338580958,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143,TA,TA,CBlock,TA,TA,No,LwQ,6.43294009273918,LwQ,52,6.22257626807137,1176,GasA,TA,Y,SBrkr,1176,0,0,7.07072410726028,1,0,1,0,3,0.693147180559945,TA,6,Typ,2,Gd,Attchd,1957,RFn,1,292,TA,TA,Y,0,88,0,0,95,0,NA,NA,NA,0,5,2008,WD,Normal,12.0884134763551,7.76302130901852,2,183,False,True,True,False,Normal
1834,2060,1_story_1946_,RL,9.19431261089898,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1930_1960,1990_,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.96034772910131,Unf,0,5.27811465923052,1248,GasA,TA,Y,SBrkr,1440,0,0,7.27309259599952,1,0,2,0,2,0.693147180559945,Gd,7,Typ,0,NA,Attchd,1959,RFn,1,480,TA,TA,Y,150,0,0,0,256,0,NA,NA,NA,0,6,2008,WD,Normal,12.0291287755063,7.89655270164304,3,406,False,True,False,False,Barato
1835,2061,1_story_1946_,RL,9.48804786328076,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187,TA,TA,CBlock,TA,TA,No,Unf,6.86589107488344,Unf,0,6.08221891037645,1395,GasA,Ex,Y,SBrkr,1570,0,0,7.35946763825562,1,0,1,0,3,0.693147180559945,TA,5,Typ,1,TA,Attchd,1958,RFn,2,441,TA,TA,Y,490,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,12.1353763156058,7.99463231143183,2,490,False,True,True,False,Caro
1836,2062,1_story_1946_,RL,9.25205796532805,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.65286302935335,Unf,0,5.80211837537706,1104,GasA,Gd,Y,SBrkr,1104,0,0,7.00760061395185,1,0,1,0,3,0.693147180559945,TA,5,Typ,0,NA,Attchd,1956,RFn,1,384,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,12.0995045091312,7.69984240739699,2,0,False,True,False,False,Normal
1837,2063,1_story_1946_,RL,9.35504659297544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,Stone,52,TA,TA,CBlock,TA,TA,No,Unf,5.00394630594546,Unf,0,6.35088571671474,720,GasA,Ex,Y,FuseA,882,0,0,6.78332520060396,1,0,1,0,2,0.693147180559945,Gd,4,Typ,0,NA,Attchd,1952,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2008,WD,Normal,12.0425981027166,7.3790081276283,2,0,False,True,False,False,Normal
1838,2064,1_story_1946_,RL,9.14569517848265,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,84,TA,TA,CBlock,TA,TA,No,LwQ,6.21660610108486,LwQ,196,6.12468339089421,1152,GasA,TA,Y,SBrkr,1152,0,0,7.05012252026906,0,0,1,1,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1971,Unf,2,636,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,12.0941197571646,7.74240202181578,1.5,0,False,True,False,False,Normal
1839,2065,1_story_1946_,RL,9.45524541507191,Pave,NA,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1930_1960,1930_1960,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,LwQ,6.4377516497364,LwQ,128,5.4510384535657,984,GasW,TA,N,SBrkr,950,0,0,6.85751406254539,0,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Detchd,1953,Unf,2,400,TA,TA,Y,0,32,0,0,0,0,NA,GdWo,NA,0,7,2008,WD,Normal,12.0693617989335,7.56734567601324,1,32,False,True,False,False,Normal
1840,2066,1_story_1946_,RL,9.56458235867321,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1930_1960,1930_1960,Gable,CompShg,Plywood,Plywood,BrkFace,360,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,6.90675477864855,998,GasA,TA,Y,SBrkr,1790,0,0,7.49052940206071,0,0,2,0,3,0.693147180559945,TA,6,Typ,2,Gd,Attchd,1957,Fin,2,540,TA,TA,Y,0,40,0,0,0,0,NA,NA,Shed,1500,9,2008,WD,Normal,12.169590018764,7.93307977188041,2,40,False,True,True,False,Caro
1841,2067,1_story_1946_,RL,9.08692902706095,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1930_1960,1960_1990,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,NA,NA,NA,NA,0,NA,0,0,0,GasA,Gd,Y,SBrkr,1764,0,0,7.4759059693674,0,0,2,1,4,0.693147180559945,TA,7,Maj2,1,TA,Attchd,1957,Fin,1,301,TA,TA,Y,0,72,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,12.1887470096796,7.47533923656674,2.5,72,False,False,True,False,Caro
1842,2068,duplex_all_style_age,RL,9.42843117965374,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,7.50933526601659,1824,GasA,Fa,Y,FuseA,1824,0,0,7.50933526601659,0,0,2,0,5,1.09861228866811,TA,9,Typ,0,NA,Detchd,1958,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2008,WD,Normal,12.2403656945843,8.20193435119422,2,0,False,True,False,False,Muy Caro
1843,2069,1_story_1946_,RL,9.22256534159875,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,N,SBrkr,869,0,0,6.76849321164863,0,0,1,0,1,0.693147180559945,TA,3,Typ,0,NA,Detchd,1948,Unf,1,390,Fa,TA,N,0,0,66,0,0,0,NA,GdPrv,NA,0,8,2008,WD,Normal,11.9643465911592,6.76734312526539,1,66,False,False,False,False,Barato
1844,2070,1_5 story_fin,RL,8.923591197573,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1900_1930,1930_1960,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,6.61740297797448,747,GasA,TA,Y,SBrkr,747,412,0,7.05617528410041,0,0,1,0,3,0.693147180559945,TA,5,Typ,0,NA,Detchd,1932,Unf,1,288,Fa,TA,N,84,0,96,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,12.0733577656317,7.55276208421415,1,180,False,True,False,True,Normal
1845,2071,1_story_1945_,RL,8.59433940059289,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1930_1960,1990_,Gambrel,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,6.51174532964473,672,GasA,Gd,Y,SBrkr,672,0,0,6.51174532964473,0,0,1,0,2,0.693147180559945,TA,4,Typ,0,NA,Detchd,1997,Unf,1,308,TA,TA,N,88,108,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,11.9825050315979,7.20340552108309,1,196,False,True,False,False,Barato
1846,2072,1_5 story_fin,RL,9.290721483923,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1900_1930,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.7945865808765,892,GasA,Ex,Y,SBrkr,1254,182,0,7.27031288607902,0,1,1,0,3,0.693147180559945,TA,7,Typ,1,Gd,Detchd,1968,Unf,4,1488,Fa,TA,N,0,0,100,0,0,0,NA,GdWo,NA,0,6,2008,WD,Normal,12.1161556422046,7.75276480885133,1.5,100,False,True,True,True,Caro
1847,2073,1_story_1946_,RL,9.2282785171072,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1960_1990,1960_1990,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.61338421837956,Unf,0,5.12989871492307,912,GasA,TA,Y,SBrkr,1044,0,0,6.95177216439891,0,1,1,1,3,0.693147180559945,TA,5,Typ,1,Fa,Attchd,1990,Fin,2,372,TA,TA,Y,200,48,0,0,0,0,NA,GdWo,Shed,450,6,2008,WD,Normal,12.1090680945619,7.57865685059476,2,248,False,True,True,False,Caro
1848,2074,1_story_1946_,RL,9.33750151759286,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1930_1960,1990_,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125,TA,TA,CBlock,TA,TA,No,Unf,6.45833828334479,Unf,0,6.51619307604296,1312,GasA,Ex,Y,SBrkr,1312,0,0,7.1800698743028,0,0,1,1,3,0.693147180559945,TA,6,Typ,1,Gd,Attchd,1958,RFn,2,495,TA,TA,Y,0,304,144,0,0,0,NA,MnPrv,Othr,6500,4,2008,WD,Normal,12.1096335219205,7.87245515006398,1.5,448,False,True,True,False,Caro
1849,2075,1_story_1946_,RL,9.4673054717659,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1930_1960,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276,TA,TA,CBlock,TA,TA,Gd,Unf,6.54821910276237,Unf,0,5.95324333428778,1081,GasA,TA,Y,SBrkr,1081,0,0,6.98656645940643,1,0,1,0,3,0.693147180559945,TA,5,Typ,0,NA,CarPort,1960,Unf,1,401,TA,TA,Y,36,82,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,12.1384387391476,7.67878899819915,2,118,False,True,False,False,Caro
1850,2076,1_story_1946_,RL,8.88197518424887,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,TA,No,Unf,6.07073772800249,Unf,0,6.09807428216624,876,GasA,TA,Y,SBrkr,876,0,0,6.77650699237218,0,0,1,0,2,0.693147180559945,TA,5,Typ,1,TA,Detchd,1972,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,2,2008,WD,Abnorml,11.970034886478,7.46851327149634,1,0,False,True,True,False,Barato
1851,2077,1_story_1946_,RL,8.98732181285012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1930_1960,1930_1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Rec,6.16751649088834,Rec,488,5.68017260901707,1256,GasA,Gd,Y,FuseA,1256,0,0,7.13648320859025,1,0,1,1,3,0.693147180559945,Gd,6,Typ,0,NA,Attchd,1959,RFn,1,311,TA,TA,Y,0,240,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,12.0788933726811,7.82883452758809,2.5,240,False,True,False,False,Normal
1852,2078,1_story_1946_,RL,8.98732181285012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960_1990,1960_1990,Gable,CompShg,BrkFace,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,6.25575004175337,Rec,319,5.24174701505964,1027,GasA,TA,Y,SBrkr,1027,0,0,6.93537044601511,0,1,1,0,3,0.693147180559945,TA,6,Typ,0,NA,Attchd,1962,Unf,1,299,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,12.1158443598945,7.6275443904885,1.5,0,False,True,False,False,Caro
1853,2079,1_5 story_fin,RL,8.99528899055931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,5.75574221358691,Unf,0,6.11809719804135,768,GasA,Ex,Y,SBrkr,819,501,0,7.18614430452233,0,0,2,0,3,0.693147180559945,TA,5,Typ,0,NA,Detchd,1994,Unf,2,576,TA,TA,Y,108,0,0,0,0,0,NA,GdWo,NA,0,9,2008,WD,Normal,12.1043758751071,7.64396194900253,2,108,False,True,False,True,Normal
1854,2080,1_5_story_unf,RL,8.76264602965028,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,6.84268328223842,936,GasA,TA,Y,FuseA,984,0,0,6.89264164117209,1,0,1,0,2,0.693147180559945,TA,4,Typ,0,NA,Detchd,1954,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,6,2008,WD,Normal,11.9877650681286,7.56008046502183,2,0,False,True,False,False,Barato
1855,2081,1_5 story_fin,RL,8.88197518424887,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.51323011091231,Unf,0,5.2040066870768,854,GasA,Fa,Y,FuseA,854,424,0,7.15383380157884,0,0,1,0,4,0.693147180559945,TA,6,Typ,0,NA,Attchd,1954,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,MnWw,NA,0,4,2008,WD,Normal,12.1373210798271,7.66481578528574,1,0,False,True,False,True,Caro
1856,2082,duplex_all_style_age,RL,9.0494671463881,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1960_1990,1960_1990,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,7.49609734517596,1800,GasA,TA,N,SBrkr,1800,0,0,7.49609734517596,0,0,2,0,6,1.09861228866811,TA,10,Typ,0,NA,NA,1964,NA,0,0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Abnorml,12.3175324346045,8.1886891244442,2,0,False,True,False,False,Muy Caro
1857,2083,1_5 story_fin,RL,8.88197518424887,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1930_1960,1960_1990,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,Unf,5.91620206260743,Unf,0,5.98896141688986,768,GasA,Gd,Y,SBrkr,1024,564,0,7.37086016653672,0,0,1,1,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1955,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,12.0571719956933,7.76472054477148,1.5,0,False,True,False,True,Normal
1858,2084,1_story_1946_,RL,8.88197518424887,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,6.71659477352098,825,GasA,TA,Y,FuseA,825,0,0,6.71659477352098,0,1,1,0,2,0.693147180559945,TA,4,Typ,0,NA,Attchd,1954,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,12.0044131098407,7.40853056689463,1.5,0,False,True,False,False,Barato
1859,2085,1_story_1946_,RL,8.93471861401677,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1960_1990,1960_1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,7.01929665371504,1117,GasA,Ex,Y,SBrkr,1117,0,0,7.01929665371504,0,0,1,0,3,0.693147180559945,TA,6,Typ,0,NA,Attchd,1963,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,COD,Normal,12.0743012078467,7.71154897962915,1,0,False,True,False,False,Normal
1860,2086,1_story_1946_,RM,9.19390606551276,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,Unf,4.57471097850338,Unf,0,4.57471097850338,192,GasA,Gd,N,SBrkr,1133,0,0,7.0335064842877,1,0,1,0,3,0.693147180559945,TA,7,Typ,0,NA,Detchd,2008,Unf,1,308,TA,TA,Y,0,175,0,0,0,0,NA,NA,NA,0,12,2008,WD,Abnorml,12.1413353062639,7.18916773842032,2,175,False,True,False,False,Caro
1861,2087,1_5 story_fin,RM,9.12532699764923,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1930_1960,1990_,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.66057514983969,780,GasA,Ex,Y,SBrkr,948,375,0,7.18841273649695,0,0,1,0,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1948,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,12.104344976061,7.6511201757027,1,0,False,True,False,True,Normal
1862,2088,2_story_1945_,RM,8.47657950853094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1900_1930,1990_,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,6.52356230614951,680,GasA,Fa,N,SBrkr,680,680,0,7.21597500265147,0,0,1,0,2,0.693147180559945,TA,6,Typ,0,NA,Attchd,1910,Unf,1,330,Fa,TA,Y,192,50,0,0,0,0,NA,NA,NA,0,1,2008,WD,Normal,11.9324380176665,7.62070508683826,1,242,False,True,False,True,Barato
1863,2089,1_story_1945_,RM,8.47657950853094,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,6.51174532964473,672,GasA,TA,Y,SBrkr,672,0,0,6.51174532964473,0,0,1,0,2,0.693147180559945,TA,4,Typ,0,NA,Detchd,1950,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2008,WD,Normal,11.9820301522244,7.20340552108309,1,0,False,True,False,False,Barato
1864,2090,2_5_story_all_ages,RM,8.69968140098951,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1900_1930,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.59167373200866,728,GasA,Gd,Y,SBrkr,728,728,0,7.2841348061952,0,0,1,1,4,0.693147180559945,Gd,7,Typ,0,NA,Detchd,1915,Unf,1,308,Fa,Fa,N,0,0,248,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,12.136507404575,7.6889133368648,1.5,248,False,True,False,True,Caro
1865,2091,2_family_conversion,RM,9.34373425514671,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1900_1930,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,6.7202201551353,828,GasA,Gd,Y,FuseA,828,658,108,7.37462901521894,0,0,2,0,3,1.09861228866811,TA,9,Typ,0,NA,NA,1950,NA,0,0,NA,NA,N,0,172,109,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,12.1224874884821,7.74673290775362,2,281,False,True,False,True,Caro
