"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"2729",2729,"2_story_1946_","RL",85,9350,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",5,6,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",360,"Unf",0,360,720,"GasA","Gd","Y","SBrkr",720,720,0,1440,0,0,1,1,4,1,"TA",7,"Typ",1,"Po","Attchd",1964,"Fin",2,480,"TA","TA","Y",0,32,240,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",196053.029878304,2160,1.5,272,"FALSE","FALSE",TRUE,"Barato"
"2730",2730,"1_story_1946_","RL",80,10800,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",88,"TA","TA","CBlock","TA","TA","No","Unf",632,"Unf",0,616,1248,"GasA","Ex","Y","SBrkr",1248,0,0,1248,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1960,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"5","2006","WD","Normal",183421.020319014,2496,2,0,"FALSE","FALSE",TRUE,"Barato"
"2731",2731,"1_story_1945_","RL",60,8550,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,"1930_1940","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",574,"Unf",0,242,816,"GasA","Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",4,"Typ",1,"Fa","Attchd",1949,"Unf",1,240,"TA","TA","Y",228,0,40,0,0,0,"NA","MnPrv","NA",0,"7","2006","WD","Normal",167926.839083612,1632,2,268,"FALSE","FALSE",TRUE,"Barato"
"2732",2732,"1_story_1946_","RL",68,9724,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"1940_1950","1940_1950","Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,938,938,"GasA","Ex","Y","SBrkr",1043,0,0,1043,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1947,"Unf",1,273,"TA","TA","Y",125,48,0,0,0,0,"NA","GdWo","NA",0,"5","2006","WD","Normal",168027.530997889,1981,1,173,"FALSE","FALSE",TRUE,"Barato"
"2733",2733,"1_story_1946_","RL",80,9600,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1960_1970","1980_1990","Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",915,"Unf",0,336,1251,"GasA","TA","Y","SBrkr",1433,0,0,1433,1,0,1,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1961,"Unf",2,441,"TA","TA","Y",144,0,205,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",182164.26685407,2684,2,349,"FALSE","FALSE",TRUE,"Barato"
"2734",2734,"1_story_1946_","RL",89,10858,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","Wd Sdng","Plywood","Stone",150,"TA","Gd","CBlock","TA","TA","Mn","Unf",40,"Unf",0,1404,1444,"GasA","Ex","Y","SBrkr",1624,0,0,1624,1,0,1,0,2,1,"TA",6,"Min1",1,"Gd","Attchd",1952,"RFn",1,240,"TA","TA","Y",0,40,324,0,0,0,"NA","MnPrv","NA",0,"7","2006","WD","Partial",172469.071592608,3068,2,364,"FALSE","FALSE",TRUE,"Barato"
"2735",2735,"1_story_1946_","RL",80,9600,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1950_1960","1950_1960","Gable","CompShg","HdBoard","HdBoard","Stone",144,"TA","TA","CBlock","TA","TA","No","Unf",996,"Unf",0,60,1056,"GasA","Ex","Y","FuseA",1216,0,0,1216,1,0,1,0,3,1,"TA",7,"Typ",0,"NA","Attchd",1951,"RFn",1,280,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"5","2006","WD","Normal",181059.374300472,2272,2,0,"FALSE","FALSE",TRUE,"Barato"
"2736",2736,"2_story_1946_","RL",79,9462,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",5,6,"1940_1950","1970_1980","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,704,704,"GasA","Gd","Y","FuseA",1024,704,0,1728,0,0,1,1,3,1,"TA",7,"Min1",1,"Gd","Attchd",1949,"Unf",1,234,"TA","TA","Y",245,60,0,0,0,0,"NA","MnPrv","NA",0,"7","2006","WD","Normal",182997.570115536,2432,1.5,305,"FALSE","FALSE",TRUE,"Barato"
"2737",2737,"1_story_1946_","RL",82,9888,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1970_1980","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",486,"Unf",0,450,936,"GasA","TA","Y","FuseA",936,0,0,936,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Attchd",1954,"Unf",1,240,"TA","TA","Y",0,0,160,0,0,0,"NA","MnPrv","NA",0,"3","2006","WD","Normal",166140.504179894,1872,1,160,"FALSE","FALSE",TRUE,"Barato"
"2738",2738,"duplex_all_style_age","RL",NA,8917,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,"1960_1970","1960_1970","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1584,1584,"GasA","TA","Y","SBrkr",1584,0,0,1584,0,0,2,0,4,2,"TA",8,"Typ",0,"NA","Detchd",1967,"Unf",2,506,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"10","2006","WD","Normal",198515.546934075,3168,2,0,"FALSE","FALSE",TRUE,"Barato"
"2739",2739,"split_multi_level","RL",NA,12700,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",939,"Unf",0,307,1246,"GasA","TA","Y","SBrkr",1246,0,0,1246,1,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1964,"RFn",2,441,"TA","TA","Y",0,69,0,0,0,0,"NA","NA","NA",0,"11","2006","WD","Normal",193789.648503294,2492,2,69,"FALSE","FALSE",TRUE,"Barato"
"2740",2740,"1_story_1946_","RL",109,9723,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,"1960_1970","1960_1970","Hip","CompShg","MetalSd","MetalSd","BrkFace",332,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1008,1008,"GasA","TA","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Attchd",1963,"RFn",2,430,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"10","2006","WD","Normal",173550.025727531,2016,1,0,"FALSE","FALSE",TRUE,"Barato"
"2741",2741,"1_story_1946_","RL",70,8400,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,"1950_1960","1950_1960","Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","Fa","TA","Mn","Unf",623,"Unf",0,556,1179,"GasA","Gd","Y","SBrkr",1364,0,0,1364,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1957,"RFn",1,331,"TA","TA","Y",0,60,0,0,0,0,"NA","GdPrv","NA",0,"3","2006","WD","Normal",176487.943174734,2543,1.5,60,"FALSE","FALSE",TRUE,"Barato"
"2742",2742,"1_story_1946_","RL",NA,9610,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",632,"TA","TA","CBlock","TA","TA","No","Unf",203,"Unf",0,918,1121,"GasA","Ex","Y","FuseA",1336,0,0,1336,0,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1958,"RFn",2,488,"TA","TA","Y",80,0,0,0,0,0,"NA","NA","NA",0,"12","2006","WD","Normal",188813.302559147,2457,1.5,80,"FALSE","FALSE",TRUE,"Barato"
"2743",2743,"split_multi_level","RL",125,10000,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,6,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",272,"TA","TA","CBlock","TA","TA","Av","Rec",678,"Rec",281,99,1058,"GasA","Ex","Y","SBrkr",1370,0,0,1370,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Basment",1956,"RFn",1,300,"TA","TA","Y",191,0,0,0,120,0,"NA","MnPrv","NA",0,"2","2006","WD","Normal",178531.911979192,2428,2,311,"FALSE","FALSE",TRUE,"Barato"
"2744",2744,"1_story_1946_","RL",72,10152,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"1950_1960","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",914,"Unf",0,210,1124,"GasA","Ex","Y","SBrkr",1124,0,0,1124,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1956,"Fin",1,353,"TA","TA","Y",0,211,180,0,142,0,"NA","NA","NA",0,"5","2006","WD","Normal",182145.731469001,2248,2,533,"FALSE","FALSE",TRUE,"Barato"
"2745",2745,"1_story_1946_","RL",70,8092,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,"1950_1960","1990_","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"TA","Gd","CBlock","TA","TA","No","Unf",824,"Unf",0,226,1050,"GasA","Ex","Y","SBrkr",1050,0,0,1050,1,0,1,0,3,1,"Gd",6,"Typ",0,"NA","Attchd",1954,"RFn",1,286,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2006","WD","Abnorml",179196.465024103,2100,2,0,"FALSE","FALSE",TRUE,"Barato"
"2746",2746,"1_story_1946_","RL",66,12778,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",658,"Unf",0,350,1008,"GasA","Ex","Y","FuseA",1008,0,0,1008,1,0,1,0,2,1,"TA",4,"Typ",0,"NA","Attchd",1952,"RFn",1,280,"TA","TA","Y",0,154,0,0,0,0,"NA","MnPrv","NA",0,"1","2006","WD","Normal",169618.349900686,2016,2,154,"FALSE","FALSE",TRUE,"Barato"
"2747",2747,"1_story_1946_","RL",75,10170,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",522,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,216,216,"GasA","TA","Y","SBrkr",1575,0,0,1575,0,0,1,1,2,1,"Gd",5,"Typ",1,"Gd","Attchd",1951,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",170010.168655046,1791,1.5,0,"FALSE","FALSE",TRUE,"Barato"
"2748",2748,"split_multi_level","RL",55,7700,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,"1950_1960","1950_1960","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",271,"Unf",0,30,301,"GasA","Ex","Y","FuseA",1145,0,0,1145,0,0,1,0,3,1,"TA",6,"Min2",0,"NA","Detchd",1993,"Unf",2,684,"TA","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,"9","2006","WD","Normal",181739.671652174,1446,1,0,"FALSE","FALSE",TRUE,"Barato"
"2749",2749,"1_story_1946_","RL",65,11050,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",488,"Unf",0,517,1005,"GasA","Ex","Y","SBrkr",1005,0,0,1005,0,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1956,"Unf",1,319,"TA","TA","Y",0,0,0,0,288,0,"NA","NA","NA",0,"7","2006","WD","Normal",172846.934955574,2010,1,288,"FALSE","FALSE",TRUE,"Barato"
"2750",2750,"1_story_1946_","RL",80,13600,"Pave","NA","Reg","Bnk","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1950_1960","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",144,"BLQ",912,0,1056,"GasA","Gd","Y","SBrkr",1056,0,0,1056,1,0,1,1,3,1,"TA",6,"Typ",0,"NA","Attchd",1955,"Fin",1,300,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","Shed",650,"11","2006","WD","Normal",195560.8830172,2112,2.5,0,"FALSE","FALSE",TRUE,"Barato"
"2751",2751,"1_story_1946_","RL",85,15428,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"1950_1960","1990_","Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",741,"Unf",0,143,884,"GasA","Ex","Y","SBrkr",884,0,0,884,1,0,1,0,2,1,"TA",4,"Typ",0,"NA","Attchd",1951,"Fin",1,270,"TA","TA","Y",0,0,0,0,195,0,"NA","NA","NA",0,"6","2006","WD","Normal",180358.114292956,1768,2,195,"FALSE","FALSE",TRUE,"Barato"
"2752",2752,"1_story_1945_","RL",118,21299,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,"1940_1950","1960_1970","Hip","WdShake","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,929,929,"GasA","Ex","Y","SBrkr",2039,0,0,2039,1,0,1,1,3,1,"TA",7,"Min1",3,"Gd","2Types",1941,"Unf",3,791,"TA","TA","Y",0,0,90,0,0,0,"NA","NA","NA",0,"12","2006","COD","Abnorml",211817.702818093,2968,2.5,90,"FALSE","FALSE",TRUE,"Barato"
"2753",2753,"1_story_1946_","RL",70,13300,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1950_1960","1990_","Hip","CompShg","Wd Sdng","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",494,"Unf",0,521,1015,"GasA","Gd","Y","SBrkr",1384,0,0,1384,1,0,1,0,2,1,"TA",6,"Min1",0,"NA","Attchd",2001,"Unf",2,896,"TA","TA","Y",75,0,0,323,0,0,"NA","NA","Shed",400,"6","2006","WD","Normal",176170.128686742,2399,2,398,"FALSE","FALSE",TRUE,"Barato"
"2754",2754,"2_family_conversion","RL",94,22136,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,5,"1920_1930","1970_1980","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","Mn","Unf",1018,"Unf",0,1153,2171,"GasA","TA","Y","SBrkr",1392,1248,0,2640,2,0,2,1,5,1,"TA",10,"Maj1",1,"Gd","Attchd",1977,"RFn",3,1008,"TA","TA","N",631,48,148,0,0,0,"NA","NA","NA",0,"7","2006","WD","Normal",234492.248263699,4811,4.5,827,"FALSE","FALSE",TRUE,"Barato"
"2755",2755,"1_5 story_fin","RL",50,7500,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",6,6,"1940_1950","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","FuseA",900,412,0,1312,0,0,1,1,3,1,"TA",6,"Typ",0,"NA","Detchd",1953,"Unf",2,649,"TA","TA","Y",0,28,0,0,0,0,"NA","NA","NA",0,"10","2006","WD","Normal",182450.956536015,2096,1.5,28,"FALSE","FALSE",TRUE,"Barato"
"2756",2756,"1_story_1945_","RL",60,10410,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,"1920_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,713,713,"GasA","Ex","Y","SBrkr",713,0,0,713,0,0,1,0,2,1,"Gd",5,"Typ",0,"NA","Detchd",1936,"Unf",1,371,"Fa","Fa","N",0,75,161,0,0,0,"NA","NA","NA",0,"10","2006","WD","Normal",174902.068073146,1426,1,236,"FALSE","FALSE",TRUE,"Barato"
"2757",2757,"1_story_1945_","RL",60,10914,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1Story",3,3,"1920_1930","1940_1950","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","CBlock","TA","TA","Mn","Unf",0,"Unf",0,715,715,"GasA","Fa","N","FuseP",715,0,0,715,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1967,"Unf",2,660,"Fa","TA","N",0,0,75,0,112,0,"NA","NA","NA",0,"8","2006","WD","Normal",173684.174293738,1430,1,187,"FALSE","FALSE",TRUE,"Barato"
"2758",2758,"1_5 story_fin","RL",60,7008,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,8,"_1910","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,448,448,"GasA","Ex","Y","SBrkr",448,272,0,720,0,0,1,0,1,1,"Fa",5,"Typ",0,"NA","Attchd",1900,"Unf",1,280,"Fa","TA","Y",0,0,70,0,0,0,"NA","NA","NA",0,"3","2006","WD","Normal",147196.673677562,1168,1,70,"FALSE","FALSE",TRUE,"Barato"
"2759",2759,"2_story_1945_","RL",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,"1910_1920","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Ex","CBlock","TA","TA","No","Unf",338,"Unf",0,325,663,"GasA","Ex","Y","SBrkr",774,821,0,1595,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1974,"Unf",2,528,"TA","TA","Y",49,0,231,0,0,0,"NA","NA","NA",0,"4","2006","WD","Normal",175231.189709791,2258,2,280,"FALSE","FALSE",TRUE,"Barato"
"2760",2760,"1_5 story_fin","RL",60,10818,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,4,"_1910","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,1077,1077,"GasA","TA","Y","FuseA",981,779,0,1760,0,0,1,1,4,1,"TA",7,"Typ",1,"TA","Detchd",1935,"Unf",2,648,"Fa","TA","Y",120,0,96,0,0,0,"NA","NA","NA",0,"2","2006","COD","Abnorml",193417.64740633,2837,1.5,216,"FALSE","FALSE",TRUE,"Barato"
"2761",2761,"split_multi_level","RL",83,10184,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","BrkFace",379,"TA","TA","CBlock","TA","TA","Av","Unf",580,"Unf",0,503,1083,"GasA","TA","Y","SBrkr",1146,0,0,1146,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1963,"Unf",1,294,"TA","TA","Y",345,75,0,0,0,0,"NA","NA","NA",0,"6","2006","WD","Normal",183313.601249761,2229,1.5,420,"FALSE","FALSE",TRUE,"Barato"
"2762",2762,"1_story_1946_","RL",77,9510,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1960_1970","1980_1990","Gable","CompShg","HdBoard","HdBoard","BrkCmn",161,"TA","TA","CBlock","TA","TA","No","Unf",701,"Unf",0,434,1135,"GasA","Ex","Y","SBrkr",1207,0,0,1207,0,0,1,1,3,1,"TA",6,"Typ",0,"NA","Attchd",1962,"RFn",1,264,"TA","TA","Y",0,240,0,0,0,0,"NA","NA","NA",0,"5","2006","WD","Normal",180882.250849082,2342,1.5,240,"FALSE","FALSE",TRUE,"Barato"
"2763",2763,"1_story_1946_","RL",80,10800,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,"1960_1970","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",104,"TA","TA","CBlock","TA","TA","No","Unf",913,"Unf",0,400,1313,"GasA","TA","Y","SBrkr",1773,0,0,1773,1,0,2,0,3,1,"TA",6,"Min2",2,"TA","Attchd",1961,"RFn",2,418,"TA","TA","Y",355,98,0,0,144,0,"NA","NA","NA",0,"8","2006","WD","Normal",186735.697979808,3086,3,597,"FALSE","FALSE",TRUE,"Barato"
"2764",2764,"1_story_1946_","RL",86,11650,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,"1950_1960","1950_1960","Hip","CompShg","Plywood","Plywood","BrkCmn",58,"TA","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","Gd","Y","FuseA",1472,0,0,1472,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",1959,"Unf",2,484,"TA","TA","Y",0,68,0,0,227,0,"NA","NA","NA",0,"6","2006","WD","Normal",172922.865411247,1472,2,295,"FALSE","FALSE",TRUE,"Barato"
"2765",2765,"2_story_1946_","RL",NA,18275,"Pave","NA","IR1","HLS","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,8,"1960_1970","1990_","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","Unf",636,"Unf",0,802,1438,"GasA","TA","Y","SBrkr",1900,548,0,2448,1,0,3,0,3,1,"TA",9,"Typ",2,"Gd","Attchd",1962,"RFn",2,441,"TA","TA","Y",520,102,0,0,0,0,"NA","NA","NA",0,"9","2006","WD","Normal",202551.677190573,3886,4,622,"FALSE","FALSE",TRUE,"Barato"
"2766",2766,"1_5 story_fin","RL",60,12144,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",4,6,"1940_1950","1940_1950","Gable","CompShg","BrkComm","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",455,"Unf",0,455,910,"GasA","Gd","Y","SBrkr",910,611,0,1521,0,0,1,1,3,1,"Gd",6,"Min2",0,"NA","Detchd",1950,"Unf",1,597,"Fa","TA","Y",199,0,168,0,0,0,"NA","NA","NA",0,"9","2006","WD","Normal",190485.634074173,2431,1.5,367,"FALSE","FALSE",TRUE,"Barato"
"2767",2767,"duplex_all_style_age","RL",60,8544,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,"1940_1950","1940_1950","Gable","CompShg","BrkFace","Stone","None",0,"TA","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"Wall","Fa","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"NA","Detchd",1950,"Unf",2,400,"TA","Fa","Y",0,0,0,0,0,0,"NA","NA","NA",0,"12","2006","WD","Normal",173439.49362151,1040,2,0,"FALSE","FALSE",TRUE,"Barato"
"2768",2768,"duplex_all_style_age","RL",75,8512,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,"1950_1960","1950_1960","Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","Fa","No","Unf",0,"Unf",0,1556,1556,"GasA","TA","Y","SBrkr",1556,0,0,1556,0,0,2,0,4,2,"TA",8,"Typ",0,"NA","NA",1964,"NA",0,0,"NA","NA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"9","2006","WD","Normal",196613.598849219,3112,2,0,"FALSE","FALSE",TRUE,"Barato"
"2769",2769,"1_story_1946_","RL",70,7000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,4,"1960_1970","1960_1970","Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",781,"Unf",0,369,1150,"GasA","TA","Y","SBrkr",1150,0,0,1150,0,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1961,"RFn",1,288,"TA","TA","Y",0,0,0,0,162,0,"NA","NA","NA",0,"7","2006","WD","Normal",178152.259700828,2300,1,162,"FALSE","FALSE",TRUE,"Barato"
"2770",2770,"1_story_1946_","RL",74,7400,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1Story",7,6,"1960_1970","1960_1970","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",809,"Unf",0,236,1045,"GasA","Gd","Y","SBrkr",1045,0,0,1045,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1962,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"3","2006","WD","Normal",174519.904825949,2090,2,0,"FALSE","FALSE",TRUE,"Barato"
