"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasBasement","hasFirePlaces","has2ndFloor","GrupoPrecio"
"208","1_story_1946_","RL",0.104774187047129,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1960_1990","1960_1990","Hip","CompShg","VinylSd","VinylSd","BrkFace",0.427792834225071,"TA","TA","CBlock","TA","TA","No","Unf",0.764731421293622,"Unf",-0.331643014397708,0.37123496267711,0.457641479096143,"GasA","TA","Y","SBrkr",0.23629611942249,-0.914952241455898,-0.123746348511058,-0.600510978846809,1.03381254240598,-0.268362461461244,-1.08929782237594,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",-0.514491345442731,"RFn",0.179818961080594,-0.0787959912778534,"TA","TA","Y",-0.734893767692323,2.71337851504022,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2010","WD","Normal",0.0242971813306424,-0.0155058948643055,0.26793551971201,0.183250623136484,"False","True","False","False","Normal"
"209","1_story_1946_","RL",1.58004684270423,"Pave","NA","IR2","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"Gd","TA","PConc","Ex","TA","Mn","Unf",1.07952758861143,"Unf",-0.331643014397708,0.144185508299327,2.51952306521077,"GasA","Ex","Y","SBrkr",2.61807808866358,-0.914952241455898,-0.123746348511058,1.17521713394134,1.03381254240598,-0.268362461461244,-1.08929782237594,1.12350449595015,-2.50486381690378,-0.17542048164079,"Ex",0.938180757036717,"Typ",0.575826068296276,"Ex","Attchd",1.02587621640176,"Fin",1.6801834175968,3.30586878719937,"TA","TA","Y",0.595341538510821,3.38140971035634,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"1","2006","New","Partial",2.9263982681215,1.81674890602613,0.26793551971201,1.60276424643262,"False","True","True","False","Caro"
"210","2_story_1946_","RL",-0.0136343181880638,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","PConc","Gd","TA","No","Unf",0.439010606284571,"Unf",-0.331643014397708,0.153540157261155,-0.996656065666366,"GasA","Ex","Y","SBrkr",-1.40479295996212,0.708867258000947,-0.123746348511058,-0.370203036526768,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",0.591413570753312,"Fin",0.179818961080594,-0.173398422974422,"TA","TA","Y",-0.734893767692323,-0.145173576545051,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"7","2006","WD","Normal",0.1309452433403,-0.81810161640898,0.26793551971201,-0.928198341486874,"False","True","False","True","Normal"
"211","1_story_PUD_1946_","RL",-0.323892755266215,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"1990_","1990_","Hip","CompShg","MetalSd","MetalSd","BrkFace",1.92437878264144,"Ex","TA","PConc","Ex","TA","No","Unf",0.616351388738847,"Unf",-0.331643014397708,0.868259775565896,1.72649168593592,"GasA","Ex","Y","SBrkr",1.6681188061339,-0.914952241455898,-0.123746348511058,0.575030000296618,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Ex",-0.412192623711549,"Typ",0.575826068296276,"Gd","Attchd",1.02587621640176,"RFn",0.179818961080594,0.373193404605751,"TA","TA","Y",0.62305477405672,0.507322009577673,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"2","2010","WD","Normal",1.99964919845761,1.20852316243732,0.849551647867348,0.509436732319426,"False","True","True","False","Caro"
"212","2_story_1946_","RL",-0.174635384082038,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"Gd","TA","PConc","Gd","TA","No","Unf",0.56808702811864,"Unf",-0.331643014397708,0.261511949360338,-0.508636755343376,"GasA","Gd","Y","SBrkr",-0.832063885277561,1.20503432727943,-0.123746348511058,0.546320920942842,-0.794187118669497,3.71234738354721,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",-0.946407201358236,"NA","Attchd",0.512420362453595,"Fin",0.179818961080594,0.00529505911909632,"TA","TA","Y",0.595341538510821,0.553928837157868,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2008","WD","Normal",0.0301658179012938,0.13496567717554,0.849551647867348,0.503396248816039,"False","True","False","True","Normal"
"213","1_story_1945_","RM",0.141170889004244,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",3,4,"1900_1930","1930_1960","Hip","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","BrkTil","TA","Fa","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.726772636930498,-0.0913802450172204,"GasA","Fa","N","SBrkr",-0.19049718142418,-0.914952241455898,-0.123746348511058,-1.04931777703751,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",0.575826068296276,"Gd","Detchd",-2.25234192803651,"Unf",-1.32054549543561,-1.55038937322447,"TA","Fa","P",-0.734893767692323,0.786962975058841,0.445449473968734,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2006","WD","Normal",-2.17076190774043,-0.597755148915514,-1.47691286475401,-0.27582612312099,"False","True","True","False","Barato"
"214","1_story_1946_","RL",0.93219108145633,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1930_1960","1930_1960","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","No","Unf",0.851423326710471,"Unf",-0.331643014397708,-0.186663227268112,0.11602796187005,"GasA","TA","Y","FuseA",-0.149194603922889,-0.914952241455898,-0.123746348511058,-1.0031527037566,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-0.412192623711549,"Typ",0.575826068296276,"TA","Attchd",-0.869960782791459,"Fin",-1.32054549543561,-1.08263290539144,"TA","TA","Y",1.1218930138829,-0.766597944280978,-0.343723937474906,-0.135897953653059,2.05591028590433,0,"NA","MnWw","NA",-0.130244470789518,"5","2006","WD","Normal",-0.718090258805612,-0.43483035265826,-0.313680608443329,1.18597088469886,"False","True","True","False","Barato"
"215","1_story_1946_","FV",-0.363433276135299,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","CemntBd","CmentBd","Stone",0.664752276057662,"Gd","TA","PConc","Gd","TA","No","Unf",0.854140510156441,"Unf",-0.331643014397708,0.0774880265676275,0.423480127373533,"GasA","Ex","Y","SBrkr",0.197747047087952,-0.914952241455898,-0.123746348511058,-0.638660357770232,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",1.14436602885133,"Fin",0.179818961080594,-0.225955329472515,"TA","TA","Y",0.429062125235428,1.84338440020992,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2008","New","Partial",-0.283208859130087,-0.0552340853728832,0.849551647867348,0.85978477551592,"False","True","False","False","Barato"
"216","1_story_1945_","RM",-0.281765452471836,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,5,"1900_1930","1930_1960","Gable","CompShg","AsbShng","AsbShng","None",-0.644760428806657,"TA","TA","BrkTil","Fa","TA","No","Unf",0.584369659108422,"Unf",-0.331643014397708,-0.716757364576965,-1.34802996909892,"GasA","TA","Y","SBrkr",-1.80129770397451,-0.914952241455898,-0.123746348511058,-3.66297277298274,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,-2.50486381690378,-0.17542048164079,"TA",-2.43775269483395,"Typ",-0.946407201358236,"NA","Detchd",-2.29183853218637,"Unf",-1.32054549543561,-1.60294627972257,"Fa","TA","N",-0.734893767692323,-0.766597944280978,0.938682856121009,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2006","WD","Normal",-0.466072439522251,-3.20634407459138,-0.313680608443329,-0.698659968358137,"False","True","False","False","Barato"
"217","2_story_1946_","RL",0.0427208619112763,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",0.103532545401525,"Gd","TA","PConc","Gd","TA","No","Unf",0.592643892535411,"Unf",-0.331643014397708,0.217754791121396,-0.518397141549836,"GasA","Ex","Y","SBrkr",-0.865105947278593,1.16942425053695,-0.123746348511058,0.494014545776309,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",-0.946407201358236,"NA","Attchd",0.551916966603454,"RFn",0.179818961080594,0.00529505911909632,"TA","TA","Y",0.262782711960035,0.320894699256895,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2008","WD","Normal",0.21856110114168,0.0928296602682731,0.26793551971201,0.122845788102606,"False","True","False","True","Normal"
"218","1_story_1946_","RL",0.437862292793665,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",0.652280726487526,"Gd","TA","PConc","Ex","TA","Gd","Unf",1.02213841620349,"Unf",-0.331643014397708,0.220506100282199,2.00954288592325,"GasA","Ex","Y","SBrkr",2.42808623215765,-0.914952241455898,-0.123746348511058,1.06349730148537,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",0.262994066662584,"Typ",2.09805933795079,"Gd","Attchd",1.02587621640176,"RFn",1.6801834175968,1.9709233621478,"TA","TA","Y",1.52373492929843,0.258752262483302,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2006","New","Partial",2.48140980251984,1.57715528616612,0.849551647867348,1.19805185170564,"False","True","True","False","Caro"
"219","1_story_1946_","RL",1.05819356726946,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"1960_1990","1960_1990","Gable","CompShg","VinylSd","Plywood","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","Mn","Rec",-0.0100175924822974,"Rec",3.09372913504247,-0.100143700297723,0.12578834807651,"GasA","Ex","Y","SBrkr",-0.138180583255878,-0.914952241455898,-0.123746348511058,-0.990949003215985,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",-0.396001532993155,"Fin",-1.32054549543561,-1.08263290539144,"TA","TA","Y",0.927900365061607,-0.269458450092236,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2006","WD","Abnorml",-0.770258482709253,-0.422120361047883,-0.313680608443329,0.4731938312991,"False","True","False","False","Barato"
"220","2_story_PUD_1946","RM",-2.98826209389983,"Pave","NA","Reg","Lvl","AllPub","CulDSac","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,"1960_1990","1960_1990","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"TA","TA","CBlock","Gd","TA","No","Unf",0.539773887987496,"Unf",-0.331643014397708,-0.338759110697044,-1.28946765186016,"GasA","TA","Y","SBrkr",-1.73521357997245,0.310034398485231,-0.123746348511058,-1.19176869719232,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-1.08737931408568,"Typ",0.575826068296276,"TA","Detchd",0.0384611126552909,"Unf",0.179818961080594,-0.225955329472515,"TA","TA","Y",0.74083602512679,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","GdPrv","NA",-0.130244470789518,"12","2008","WD","Normal",-0.329408642387777,-1.63131123260311,-1.47691286475401,0.116805304599218,"False","True","True","True","Barato"
"221","1_story_1946_","RL",0.405261950287754,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","Stone",0.695931149983003,"Gd","TA","PConc","Gd","TA","Av","Unf",0.910110837171913,"Unf",-0.331643014397708,0.404829351615794,1.41903952043243,"GasA","Ex","Y","SBrkr",1.43682437212667,-0.914952241455898,-0.123746348511058,0.410985484658893,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.907386403952182,"Fin",1.6801834175968,1.03541042648173,"TA","TA","Y",1.04568161613168,-0.0674955305780596,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"7","2007","WD","Normal",1.61643061768827,0.993686476492062,0.849551647867348,0.654408336400734,"False","True","True","False","Caro"
"222","1_5 story_fin","RL",1.12812155943863,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"TA","Gd","PConc","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.608859443602111,-0.557438686375675,"GasA","TA","Y","SBrkr",-0.754965740608485,0.321904424066056,-0.123746348511058,-0.190509316743712,-0.794187118669497,-0.268362461461244,-1.08929782237594,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.938180757036717,"Typ",-0.946407201358236,"NA","Attchd",-0.948953991091176,"Unf",-1.32054549543561,-1.07737721474163,"TA","TA","Y",0.103431607571117,-0.766597944280978,-0.343723937474906,-0.135897953653059,4.78984420294645,0,"NA","NA","NA",-0.130244470789518,"4","2008","WD","Normal",-0.850082065505855,-0.395264949060907,-0.895296736598667,1.16180895068531,"False","True","False","True","Barato"
"223","2_story_1946_","RL",0.922458897675344,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.384142410729594,"Gd","TA","PConc","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.908740187747495,0.850497023906149,"GasA","Ex","Y","SBrkr",0.759462101105505,1.87925178027028,-0.123746348511058,1.89189998904059,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,1.44473444557639,-0.17542048164079,"Gd",2.28855413778498,"Typ",0.575826068296276,"TA","BuiltIn",0.788896591502606,"Fin",1.6801834175968,1.44009860651705,"TA","TA","Y",3.89321656847278,-0.300529668479032,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2010","WD","Normal",2.13446132289808,1.66177233630643,0.26793551971201,3.04643980374231,"False","True","True","True","Caro"
"224","1_5 story_fin","RL",0.0124722773638236,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,4,"1900_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","Gd","BrkTil","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.604722329453694,-0.572079265685365,"GasA","Ex","Y","SBrkr",0.0655787990838222,0.38125455197018,-0.123746348511058,0.505709164397721,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,1.44473444557639,-0.17542048164079,"Gd",0.938180757036717,"Typ",-0.946407201358236,"NA","Detchd",-0.356504928843296,"Unf",0.179818961080594,0.87773970698745,"TA","TA","Y",-0.734893767692323,2.26284584843167,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2008","WD","Normal",0.261438416717338,0.0708805497271253,-0.313680608443329,0.0080766015382377,"False","True","False","True","Caro"
"225","1_story_1946_","RL",0.114627083140035,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","BrkFace",1.60011849381789,"TA","TA","CBlock","Gd","TA","No","Unf",0.758685273493481,"Unf",-0.331643014397708,0.493321695889391,0.745572872186707,"GasA","TA","Y","SBrkr",0.517153646431266,-0.914952241455898,-0.123746348511058,-0.334983862217303,-0.794187118669497,3.71234738354721,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-0.412192623711549,"Typ",0.575826068296276,"TA","Attchd",-0.0800286997942851,"RFn",0.179818961080594,0.657000699695457,"TA","TA","Y",-0.734893767692323,-0.518028197186607,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2009","WD","Normal",-0.138851054415765,0.281784474176427,0.26793551971201,-1.07316994556818,"False","True","True","False","Normal"
"226","1_story_1946_","RL",0.728656054382162,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,6,"1930_1960","1930_1960","Gable","CompShg","HdBoard","Plywood","Stone",0.178361842822344,"TA","TA","CBlock","TA","TA","No","BLQ",-0.0592760753671589,"BLQ",3.4574854694963,0.455802780503185,1.26043324457746,"GasA","TA","Y","SBrkr",1.14219931928413,-0.914952241455898,-0.123746348511058,0.189634813241546,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",0.575826068296276,"Gd","Attchd",-0.751470970341883,"Fin",0.179818961080594,-0.220699638822706,"TA","TA","Y",-0.734893767692323,1.53267221634195,-0.343723937474906,-0.135897953653059,2.01767344790374,0,"NA","NA","NA",-0.130244470789518,"5","2009","WD","Normal",0.19586242248848,0.807263143516074,0.849551647867348,0.449031897285548,"False","True","True","False","Normal"
"227","1_story_1946_","RL",1.28862534222503,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,4,"1930_1960","1960_1990","Hip","CompShg","Wd Sdng","Plywood","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","Mn","Rec",0.477444563263282,"Rec",4.36687630563086,0.16879288786712,1.75333274800368,"GasA","TA","Y","SBrkr",1.74246344563622,-0.914952241455898,-0.123746348511058,0.6260926990749,1.03381254240598,-0.268362461461244,-1.08929782237594,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",0.575826068296276,"Gd","Attchd",-0.948953991091176,"Unf",0.179818961080594,-0.26800085467099,"TA","TA","Y",-0.734893767692323,5.72728669855946,-0.343723937474906,-0.135897953653059,5.68840989596029,0,"NA","NA","NA",-0.130244470789518,"7","2006","WD","Abnorml",-0.0976167355520452,1.24601850060526,0.26793551971201,3.23973527585072,"False","True","True","False","Normal"
"228","1_story_PUD_1946_","RL",-0.697426113249601,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",0.951597916170798,"Gd","TA","PConc","Gd","TA","Av","Unf",0.795320059127549,"Unf",-0.331643014397708,0.436526012831056,0.774854030806086,"GasA","Ex","Y","SBrkr",0.594251791100342,-0.914952241455898,-0.123746348511058,-0.265640186086803,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",-0.412192623711549,"Typ",0.575826068296276,"Gd","Attchd",1.02587621640176,"RFn",0.179818961080594,-0.236466710772134,"TA","TA","Y",0.595341538510821,-0.331600886865829,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2007","WD","Normal",-0.268297993130533,0.333208175742419,0.849551647867348,0.159088689122933,"False","True","True","False","Barato"
"229","1_5 story_fin","RL",-1.40559786083055e-05,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",5,6,"1930_1960","1930_1960","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","CBlock","TA","Fa","Mn","Rec",0.387087237343804,"Rec",1.31392135575054,-3.1547874191401,-1.04545799669866,"GasA","TA","N","SBrkr",-1.45986306329718,0.260180291045766,-0.123746348511058,-0.945578102494909,-0.794187118669497,3.71234738354721,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-1.08737931408568,"Typ",-0.946407201358236,"NA","Detchd",-1.5019064491892,"Unf",-1.32054549543561,-1.60294627972257,"TA","Fa","Y",-0.402334941141537,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2008","ConLw","Normal",-2.02805790923884,-1.25094070894266,-0.895296736598667,-0.879874473459771,"False","True","False","True","Barato"
"230","2_story_1946_","RL",0.182200516938332,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"TA","TA","PConc","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.571214603836309,-0.686763803611268,"GasA","Gd","Y","SBrkr",-1.05509780378453,1.20266032216326,-0.123746348511058,0.384862120868967,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.551916966603454,"Fin",0.179818961080594,-0.341580523768321,"TA","TA","Y",0.352850727484206,0.53839322796447,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2010","WD","Normal",0.0390715469174983,-0.0810155051527569,0.26793551971201,0.285938842694077,"False","True","True","True","Normal"
"231","1_story_1946_","FV",0.379456035031833,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"Gd","TA","PConc","Gd","TA","Av","Unf",-0.398229660571676,"Unf",-0.331643014397708,0.997555753693645,1.49224241698088,"GasA","Ex","Y","SBrkr",1.40378231012564,-0.914952241455898,-0.123746348511058,0.386878878737647,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",-0.946407201358236,"NA","Attchd",1.06537282055162,"RFn",1.6801834175968,1.68711606705809,"TA","TA","Y",-0.734893767692323,1.50160099795516,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"7","2007","WD","Normal",1.17777995231774,1.01263027723219,-0.313680608443329,-0.287907090127765,"False","True","False","False","Caro"
"232","2_story_1945_","RM",-1.30254891587239,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,7,"1900_1930","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"TA","TA","BrkTil","TA","TA","No","Unf",0.269016041352052,"Unf",-0.331643014397708,0.272876552481068,-1.04545799669866,"GasA","Ex","Y","SBrkr",-1.45986306329718,0.547434910101729,-0.123746348511058,-0.600510978846809,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Detchd",-2.33133513633623,"Unf",0.179818961080594,-0.131352897775947,"Fa","Fa","Y",1.2050327205206,-0.766597944280978,2.00735518411761,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2007","WD","Normal",-0.0710029584201458,-1.01554022569702,-1.47691286475401,1.38530684031066,"False","True","False","True","Normal"
"233","2_story_1946_","RL",0.587754303489561,"Pave","NA","Reg","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","BrkFace",0.80817509611423,"TA","TA","CBlock","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.592832138920136,-0.613560907062819,"GasA","TA","Y","SBrkr",-0.0115193455852537,0.96763381566293,-0.123746348511058,0.906751975013734,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",-0.119525303944144,"RFn",0.179818961080594,0.236545447710708,"TA","TA","Y",-0.734893767692323,0.988925894573017,3.79943647260421,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"11","2007","WD","Normal",0.406500076381815,0.338308952641201,0.26793551971201,1.03495879711417,"False","True","True","True","Caro"
