"","Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF"
"2285",2549,60,"RL",7023,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Gd","No","GLQ",611,"Unf",0,123,734,"GasA","Gd","Y","SBrkr",734,674,0,1408,1,0,2,1,3,1,"TA",6,"Typ",0,"NA","BuiltIn",2005,"Fin",2,489,"TA","TA","Y",0,85,0,0,0,0,"NA","NA","NA",0,5,2007,"WD","Normal",175090.062515883,2142,3.5,85
"2286",2550,20,"RL",39290,"Pave","NA","IR1","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",10,5,"1990_","1990_","Hip","CompShg","CemntBd","CmentBd","Stone",1224,"Ex","TA","PConc","Ex","TA","Gd","GLQ",4010,"Unf",0,1085,5095,"GasA","Ex","Y","SBrkr",5095,0,0,5095,1,1,2,1,2,1,"Ex",15,"Typ",2,"Gd","Attchd",2008,"Fin",3,1154,"TA","TA","Y",546,484,0,0,0,0,"NA","NA","NA",17000,10,2007,"New","Partial",230841.338626282,10190,4,1030
"2287",2551,180,"RM",3675,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",76,"TA","TA","PConc","Gd","TA","Gd","GLQ",467,"Unf",0,80,547,"GasA","Ex","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"Gd",5,"Typ",0,"NA","Basment",2005,"Fin",2,525,"TA","TA","Y",0,44,0,0,0,0,"NA","NA","NA",0,5,2007,"WD","Normal",155225.19006632,1619,2,44
"2288",2552,20,"RL",6400,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,"1930_1960","1990_","Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",77,"ALQ",831,52,960,"GasA","Ex","Y","SBrkr",960,0,0,960,1,0,1,0,2,1,"Fa",4,"Typ",0,"NA","Detchd",1959,"Unf",1,392,"TA","TA","Y",144,0,35,0,0,0,"NA","NA","NA",0,12,2007,"WD","Normal",168322.342441945,1920,2,179
"2289",2553,90,"RL",6882,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,3,"1930_1960","1930_1960","Gable","CompShg","AsbShng","Plywood","BrkCmn",128,"TA","TA","PConc","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","TA","N","SBrkr",1152,0,0,1152,0,0,2,0,2,2,"Fa",6,"Typ",0,"NA","NA",1966,"NA",0,0,"NA","NA","N",0,0,0,0,0,0,"NA","NA","NA",0,9,2007,"WD","Normal",165956.259265265,1152,2,0
"2290",2554,90,"RL",8741,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",5,6,"1930_1960","1930_1960","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1195,1195,"GasA","TA","N","SBrkr",1195,0,0,1195,0,0,2,0,4,2,"TA",8,"Typ",0,"NA","NA",1966,"NA",0,0,"NA","NA","N",118,0,0,0,0,0,"NA","GdWo","NA",0,7,2007,"WD","Abnorml",193956.817564124,2390,2,118
"2291",2555,40,"RL",10042,"Pave","NA","Reg","Bnk","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,"1900_1930","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",144,"ALQ",278,238,660,"GasA","TA","Y","SBrkr",740,125,0,865,1,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Detchd",1920,"Unf",1,216,"TA","TA","Y",0,0,84,0,0,0,"NA","NA","NA",0,8,2007,"WD","Normal",171070.367893827,1525,2,84
"2292",2556,20,"RL",8172,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",544,"Unf",0,224,768,"GasA","TA","Y","SBrkr",768,0,0,768,0,0,1,0,2,1,"TA",4,"Typ",1,"Fa","Detchd",1959,"Unf",1,355,"TA","TA","Y",0,0,196,0,0,0,"NA","MnPrv","NA",0,7,2007,"WD","Normal",166285.243628001,1536,1,196
"2293",2557,20,"RL",8172,"Pave","NA","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,"1930_1960","1930_1960","Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",682,"Unf",0,182,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1996,"Unf",2,528,"TA","TA","N",196,0,0,0,0,0,"NA","NA","NA",0,10,2007,"COD","Family",182875.801346628,1728,2,196
"2294",2558,90,"RL",10890,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","Duplex","2Story",5,6,"1900_1930","1930_1960","Hip","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","TA","TA","Mn","Rec",371,"Unf",0,925,1296,"Grav","Fa","N","FuseA",1296,1296,0,2592,2,0,2,0,6,2,"TA",12,"Min2",0,"NA","NA",1944,"NA",0,0,"NA","NA","Y",0,742,240,0,0,0,"NA","NA","Shed",1512,1,2007,"WD","AdjLand",218108.536769738,3888,4,982
"2295",2559,30,"RL",7223,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,5,"1900_1930","1930_1960","Hip","CompShg","Stucco","Plywood","None",0,"TA","TA","PConc","TA","TA","Mn","BLQ",319,"Unf",0,971,1290,"GasA","TA","Y","SBrkr",1422,0,0,1422,0,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1973,"Unf",1,352,"TA","TA","Y",0,0,64,0,0,0,"NA","MnPrv","NA",0,4,2007,"WD","Normal",174378.777632042,2712,1,64
"2296",2560,50,"RL",6821,"Pave","NA","Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",6,7,"1900_1930","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",113,"Unf",0,538,651,"GasA","Gd","Y","SBrkr",759,539,0,1298,0,0,2,0,2,1,"TA",8,"Typ",1,"Gd","Detchd",1994,"Unf",1,240,"TA","TA","P",216,0,168,0,0,0,"NA","NA","NA",0,8,2007,"WD","Normal",164731.316372391,1949,2,384
"2297",2561,70,"RL",4000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,8,"1900_1930","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","GLQ",246,"Unf",0,285,531,"GasA","TA","Y","SBrkr",567,531,0,1098,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1930,"Unf",1,216,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,6,2007,"WD","Normal",156969.695083273,1629,2,0
"2298",2563,70,"RL",7155,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,8,"1900_1930","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,686,686,"GasA","TA","Y","SBrkr",686,775,0,1461,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1926,"Unf",1,225,"TA","TA","N",0,0,116,0,0,0,"NA","MnPrv","NA",0,7,2007,"WD","Normal",177559.628685119,2147,1,116
"2299",2565,20,"RL",13108,"Pave","NA","IR2","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,5,"1930_1960","1930_1960","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","Fa","Y","SBrkr",1226,0,0,1226,0,0,1,1,2,1,"TA",7,"Min1",1,"Gd","Attchd",1951,"Fin",2,400,"TA","TA","Y",174,24,120,0,228,0,"NA","NA","NA",0,6,2007,"WD","Normal",174894.588364005,1226,1.5,546
"2300",2566,50,"RL",7810,"Pave","NA","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",4,6,"1900_1930","1990_","Gable","CompShg","AsbShng","CmentBd","None",0,"TA","Gd","BrkTil","TA","Gd","No","GLQ",189,"Unf",0,741,930,"GasA","Ex","Y","SBrkr",1230,525,0,1755,0,0,2,0,4,1,"Gd",7,"Typ",1,"TA","Detchd",1930,"Unf",1,231,"Fa","TA","Y",0,40,0,0,0,0,"NA","NA","NA",0,11,2007,"WD","Normal",196544.144075798,2685,2,40
"2301",2567,190,"RL",6221,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","2fmCon","1.5Fin",5,5,"1930_1960","1930_1960","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","LwQ",533,"Unf",0,195,728,"GasA","Ex","Y","SBrkr",760,595,0,1355,0,0,2,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1966,"Unf",2,528,"TA","TA","Y",0,0,0,0,144,0,"NA","MnPrv","NA",0,10,2007,"WD","Normal",179036.158528149,2083,2,144
"2302",2568,20,"RL",25485,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,4,"1930_1960","1930_1960","Gable","CompShg","Wd Sdng","MetalSd","BrkFace",423,"TA","Fa","CBlock","TA","Gd","Mn","LwQ",540,"Rec",1020,0,1560,"GasA","TA","Y","SBrkr",1560,0,0,1560,0,0,1,1,3,1,"TA",6,"Typ",3,"TA","Attchd",1960,"RFn",2,580,"TA","TA","Y",0,75,584,0,0,0,"NA","NA","NA",0,5,2007,"WD","Normal",211423.986511149,3120,1.5,659
"2303",2569,20,"RL",21579,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,6,"1960_1990","1960_1990","Hip","CompShg","HdBoard","BrkFace","None",0,"TA","TA","PConc","Gd","TA","No","BLQ",813,"Unf",0,675,1488,"GasA","Ex","Y","SBrkr",1488,0,0,1488,0,1,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1968,"RFn",2,552,"TA","TA","Y",0,0,216,0,0,0,"NA","NA","NA",0,9,2007,"CWD","Normal",208156.398935188,2976,2.5,216
"2304",2570,160,"RM",1782,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,"1960_1990","1960_1990","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No","GLQ",330,"Unf",0,186,516,"GasA","Gd","Y","SBrkr",529,516,0,1045,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1980,"Unf",2,462,"TA","TA","Y",180,0,0,0,0,0,"NA","MnPrv","NA",0,12,2007,"WD","Normal",159233.941347257,1561,1,180
"2305",2571,20,"RL",17871,"Pave","NA","IR2","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",4,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1680,1680,"GasA","Gd","Y","SBrkr",1680,0,0,1680,0,0,2,0,4,1,"Gd",7,"Typ",0,"NA","Attchd",1996,"Unf",2,628,"TA","TA","Y",152,0,0,0,0,0,"NA","NA","NA",0,6,2007,"WD","Normal",210820.115134931,3360,2,152
"2306",2572,120,"RM",3907,"Pave","NA","IR1","Bnk","AllPub","Inside","Mod","Blueste","Norm","Norm","TwnhsE","1Story",8,5,"1960_1990","1960_1990","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",577,"Unf",0,427,1004,"GasA","Gd","Y","SBrkr",1020,0,0,1020,1,0,1,0,1,1,"TA",4,"Typ",0,"NA","Attchd",1988,"Unf",2,509,"TA","TA","Y",135,0,0,0,0,0,"NA","NA","NA",0,3,2007,"WD","Normal",140196.10979821,2024,2,135
"2307",2573,20,"RL",20693,"Pave","NA","IR1","Bnk","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",7,5,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","BrkFace",652,"TA","TA","CBlock","Gd","TA","No","Rec",434,"Unf",0,1262,1696,"GasA","Ex","Y","SBrkr",1696,0,0,1696,0,0,2,0,3,1,"TA",7,"Typ",2,"TA","Attchd",1971,"Fin",2,625,"TA","TA","Y",0,146,0,0,0,0,"NA","GdWo","NA",0,2,2007,"WD","Normal",198678.469082978,3392,2,146
"2308",2574,20,"RL",18044,"Pave","NA","IR1","HLS","AllPub","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",8,5,"1960_1990","1960_1990","Gable","CompShg","WdShing","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,279,279,"GasA","Gd","Y","SBrkr",2726,0,0,2726,0,0,2,1,2,1,"Gd",6,"Typ",1,"Gd","Attchd",1986,"Fin",2,691,"Gd","Gd","Y",216,64,169,0,0,228,"Ex","NA","NA",0,8,2007,"WD","Normal",186818.610760803,3005,2.5,449
"2309",2575,50,"RM",7000,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,"1930_1960","1930_1960","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",375,"Unf",0,345,720,"GasA","Gd","Y","FuseA",720,495,0,1215,0,0,1,0,3,1,"Gd",6,"Typ",0,"NA","Detchd",1965,"Fin",2,720,"TA","TA","Y",0,0,30,0,0,0,"NA","MnPrv","NA",0,5,2007,"WD","Normal",175044.797633861,1935,1,30
"2310",2576,50,"RM",7288,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,"1900_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","BrkTil","TA","Po","No","Unf",0,"Unf",0,936,936,"GasA","Ex","Y","SBrkr",936,665,0,1601,0,0,2,0,3,1,"TA",6,"Typ",0,"NA","NA",1949,"NA",0,0,"NA","NA","N",0,0,0,176,0,0,"NA","NA","NA",0,9,2007,"WD","Normal",180031.162892704,2537,2,176
"2311",2577,70,"RM",9060,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,6,"1900_1930","1990_","Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","ALQ",548,"Unf",0,311,859,"GasA","Ex","Y","SBrkr",942,886,0,1828,0,0,2,0,3,1,"Gd",6,"Typ",0,"NA","Detchd",1949,"NA",2,473,"NA","NA","Y",174,0,212,0,0,0,"NA","MnPrv","NA",0,3,2007,"WD","Alloca",176889.171525162,2687,2,386
"2312",2578,30,"RM",3672,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Artery","Norm","1Fam","1Story",5,7,"1900_1930","1930_1960","Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1922,"Unf",1,100,"Fa","Fa","N",0,0,96,0,0,0,"NA","NA","NA",0,9,2007,"WD","Normal",159638.856165666,1632,1,96
"2313",2579,50,"RM",11067,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",2,4,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","Ex","Y","SBrkr",640,0,205,845,0,0,1,0,1,1,"TA",4,"Maj2",0,"NA","Detchd",1950,"Unf",1,256,"TA","Fa","N",48,0,0,0,0,0,"NA","NA","NA",0,3,2007,"WD","Normal",154287.264375509,640,1,48
"2314",2580,190,"C (all)",8250,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","2fmCon","2Story",5,6,"1900_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,957,957,"GasA","Fa","N","SBrkr",1034,957,0,1991,0,0,2,0,4,2,"TA",9,"Typ",0,"NA","NA",1949,"NA",0,0,"NA","NA","N",0,0,133,0,0,0,"NA","NA","NA",0,6,2007,"WD","Normal",191885.618181273,2948,2,133
"2315",2581,20,"C (all)",6565,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,"1930_1960","1960_1990","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",967,"Unf",0,106,1073,"GasA","Gd","Y","FuseA",1073,0,0,1073,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1985,"Unf",2,720,"TA","TA","Y",0,444,0,0,0,0,"NA","NA","NA",0,8,2007,"WD","Abnorml",177503.378612934,2146,2,444
"2316",2582,30,"C (all)",6060,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,9,"1900_1930","1990_","Hip","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","TA","TA","No","ALQ",737,"Unf",0,100,837,"GasA","Ex","Y","SBrkr",1001,0,0,1001,0,0,1,0,2,1,"Gd",5,"Typ",0,"NA","Detchd",1930,"Unf",1,216,"TA","Po","N",154,0,42,86,0,0,"NA","NA","NA",0,11,2007,"WD","Normal",166548.31684976,1838,1,282
"2317",2583,120,"RM",5568,"Pave","NA","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Hip","CompShg","CemntBd","CmentBd","Stone",473,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf",0,0,1573,"GasA","Gd","Y","SBrkr",1625,0,0,1625,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"Fin",2,495,"TA","TA","Y",123,0,0,0,153,0,"NA","NA","NA",0,10,2007,"New","Partial",164475.14942856,3198,3.5,276
"2318",2584,85,"RL",12150,"Pave","NA","IR1","Bnk","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,"1960_1990","1960_1990","Gable","CompShg","HdBoard","Wd Shng","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",1001,"Unf",0,0,1001,"GasA","TA","Y","SBrkr",1299,0,0,1299,1,0,2,0,2,1,"Gd",5,"Typ",1,"Po","BuiltIn",1979,"RFn",2,486,"TA","TA","Y",84,0,222,0,0,0,"NA","MnPrv","NA",0,1,2007,"WD","Normal",167484.744857879,2300,3,306
"2319",2585,20,"RL",10000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",166,"Gd","TA","PConc","Gd","TA","No","GLQ",585,"Unf",0,856,1441,"GasA","Ex","Y","SBrkr",1392,0,0,1392,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2002,"Fin",3,650,"TA","TA","Y",168,49,0,0,0,0,"NA","NA","NA",0,12,2007,"WD","Normal",188683.160555403,2833,2,217
"2320",2586,20,"RL",12864,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1392,"Unf",0,17,1409,"GasA","Ex","Y","SBrkr",1409,0,0,1409,1,0,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd",2002,"RFn",2,576,"TA","TA","Y",0,144,0,0,145,0,"NA","NA","NA",0,7,2007,"WD","Normal",162243.399502668,2818,2.5,289
"2321",2587,20,"RL",9928,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",1239,"Unf",0,215,1454,"GasA","TA","Y","SBrkr",1478,0,0,1478,1,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1991,"Unf",2,506,"TA","TA","Y",114,22,0,0,0,0,"NA","NA","NA",0,5,2007,"WD","Normal",180807.213919103,2932,3,136
"2322",2588,80,"RL",8750,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",7,6,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","Stone",50,"TA","TA","CBlock","TA","TA","Av","Rec",224,"GLQ",530,98,852,"GasA","TA","Y","SBrkr",918,0,0,918,0,1,1,0,3,0,"TA",4,"Typ",0,"NA","Attchd",1975,"Unf",1,360,"TA","TA","Y",192,84,0,0,0,0,"NA","NA","NA",0,3,2007,"WD","Normal",176279.079637039,1770,1.5,276
"2323",2589,85,"RL",8410,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",924,"Unf",0,46,970,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1974,"Unf",2,528,"TA","TA","Y",193,0,0,0,0,0,"NA","NA","NA",0,4,2007,"WD","Normal",163438.959094218,1996,2,193
"2324",2590,120,"RL",4054,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","TwnhsE","1Story",7,6,"1960_1990","1960_1990","Gable","CompShg","VinylSd","VinylSd","BrkFace",352,"Gd","TA","BrkTil","Gd","TA","Av","GLQ",949,"Unf",0,552,1501,"GasA","Ex","Y","SBrkr",1501,0,0,1501,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1987,"Fin",2,512,"TA","TA","Y",240,0,0,0,0,0,"NA","NA","NA",0,10,2007,"WD","Normal",161495.5393685,3002,3,240
"2325",2591,20,"RL",19958,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,8,"1930_1960","1990_","Hip","CompShg","HdBoard","HdBoard","BrkFace",1224,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,585,585,"GasA","Gd","Y","SBrkr",2279,0,0,2279,0,0,2,1,4,1,"Gd",7,"Typ",1,"Gd","Attchd",1958,"RFn",2,461,"TA","TA","Y",274,0,0,0,138,0,"NA","GdPrv","NA",0,7,2007,"WD","Normal",216032.303722443,2864,2.5,412
"2326",2592,20,"RL",8368,"Pave","NA","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1689,1689,"GasA","Ex","Y","SBrkr",1689,0,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"NA","Attchd",2007,"Fin",2,433,"TA","TA","Y",100,39,0,0,0,0,"NA","NA","NA",0,4,2007,"New","Partial",176632.181541401,3378,2,139
"2327",2593,20,"RL",8298,"Pave","NA","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","3",103,"Gd","TA","PConc","Gd","TA","Av","GLQ",583,"Unf",0,963,1546,"GasA","Ex","Y","SBrkr",1564,0,0,1564,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2207,"RFn",2,502,"TA","TA","Y",132,0,0,0,0,0,"NA","NA","NA",0,9,2007,"New","Partial",168743.001567144,3110,2,132
"2328",2594,20,"RL",10331,"Pave","NA","Reg","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1Story",7,7,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",215,"BLQ",80,970,1265,"GasA","Gd","Y","SBrkr",1240,0,0,1240,0,1,2,0,3,1,"Gd",6,"Typ",0,"NA","Attchd",1985,"Unf",2,528,"TA","TA","Y",232,0,0,0,0,0,"NA","NA","NA",0,7,2007,"WD","Normal",183810.11848086,2505,2.5,232
"2329",2595,20,"RL",6718,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",86,"Gd","TA","PConc","Ex","TA","Mn","GLQ",250,"Unf",0,1017,1267,"GasA","Ex","Y","SBrkr",1312,0,0,1312,0,0,2,0,2,1,"Gd",5,"Typ",0,"NA","Attchd",2001,"Unf",2,471,"TA","TA","Y",256,28,0,0,0,0,"NA","NA","NA",0,1,2007,"WD","Normal",156794.36054728,2579,2,284
"2330",2596,20,"RL",11305,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",886,"Gd","TA","PConc","Gd","TA","Av","GLQ",1329,"Unf",0,593,1922,"GasA","Ex","Y","SBrkr",1922,0,0,1922,1,0,2,0,2,1,"Gd",6,"Typ",1,"Ex","Attchd",2002,"Fin",3,692,"TA","TA","Y",201,64,0,0,0,0,"NA","NA","NA",0,4,2007,"WD","Normal",169136.43011395,3844,3,265
